[10/Jun/2014:17:53:10:000 +0000]|200.19.190.152|10.62.204.42|/Benchmarks/MultiplicaMatrizServlet|0|200.19.190.152|0
[10/Jun/2014:18:20:46:346 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|5|10.102.12.52|221
[10/Jun/2014:18:20:47:347 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:47:348 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|15|10.102.12.52|222
[10/Jun/2014:18:20:48:349 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|23|10.102.12.52|222
[10/Jun/2014:18:20:48:350 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:49:351 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:49:352 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:50:353 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|54|10.102.12.52|222
[10/Jun/2014:18:20:50:354 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|44|10.102.12.52|222
[10/Jun/2014:18:20:51:355 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|12|10.102.12.52|222
[10/Jun/2014:18:20:51:356 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|85|10.102.12.52|222
[10/Jun/2014:18:20:52:357 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|53|10.102.12.52|222
[10/Jun/2014:18:20:52:358 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|22|10.102.12.52|222
[10/Jun/2014:18:20:53:359 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:53:360 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|60|10.102.12.52|222
[10/Jun/2014:18:20:54:361 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|41|10.102.12.52|222
[10/Jun/2014:18:20:54:362 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:55:363 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:55:364 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:20:56:365 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|222
[10/Jun/2014:18:20:56:366 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|34|10.102.12.52|222
[10/Jun/2014:18:20:57:367 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:57:368 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:58:369 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:58:370 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:59:371 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:20:59:372 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|22|10.102.12.52|222
[10/Jun/2014:18:21:00:373 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:07:374 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:07:375 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|38|10.102.12.52|222
[10/Jun/2014:18:21:08:376 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|222
[10/Jun/2014:18:21:08:377 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:09:378 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:09:379 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:10:380 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:10:381 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:11:382 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|38|10.102.12.52|222
[10/Jun/2014:18:21:11:383 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|22|10.102.12.52|222
[10/Jun/2014:18:21:12:384 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:12:385 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:21:13:386 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|55|10.102.12.52|222
[10/Jun/2014:18:21:13:387 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|18|10.102.12.52|222
[10/Jun/2014:18:21:14:388 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:14:389 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:15:390 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:15:391 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:16:392 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:16:393 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|222
[10/Jun/2014:18:21:17:394 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:17:395 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:18:396 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|221
[10/Jun/2014:18:21:18:397 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:19:398 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|62|10.102.12.52|222
[10/Jun/2014:18:21:19:399 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:20:400 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:20:401 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:21:402 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:21:403 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:22:404 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:21:22:405 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|65|10.102.12.52|222
[10/Jun/2014:18:21:23:406 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|68|10.102.12.52|222
[10/Jun/2014:18:21:23:407 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|27|10.102.12.52|222
[10/Jun/2014:18:21:24:408 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:24:409 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:21:25:410 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|31|10.102.12.52|222
[10/Jun/2014:18:21:25:411 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|19|10.102.12.52|222
[10/Jun/2014:18:21:26:412 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:26:413 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:27:414 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:27:415 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:28:416 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|31|10.102.12.52|222
[10/Jun/2014:18:21:28:417 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|38|10.102.12.52|222
[10/Jun/2014:18:21:29:418 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:29:419 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:30:420 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:30:421 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:31:422 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:31:423 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:39:424 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:40:425 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:40:426 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:41:427 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:41:428 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:21:42:429 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|13|10.102.12.52|222
[10/Jun/2014:18:21:42:430 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|222
[10/Jun/2014:18:21:43:431 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:43:432 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:44:433 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:44:434 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|221
[10/Jun/2014:18:21:45:435 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|43|10.102.12.52|222
[10/Jun/2014:18:21:45:436 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|54|10.102.12.52|222
[10/Jun/2014:18:21:46:437 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:46:438 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:47:439 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:47:440 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:21:48:441 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|43|10.102.12.52|222
[10/Jun/2014:18:21:48:442 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:49:443 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|222
[10/Jun/2014:18:21:49:444 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:50:445 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:50:446 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:51:447 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|25|10.102.12.52|222
[10/Jun/2014:18:21:51:448 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|30|10.102.12.52|222
[10/Jun/2014:18:21:52:449 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:52:450 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:53:451 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:53:452 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|32|10.102.12.52|222
[10/Jun/2014:18:21:54:453 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:21:54:454 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|134|10.102.12.52|223
[10/Jun/2014:18:21:55:455 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:55:456 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:56:457 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:21:56:458 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:57:459 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|33|10.102.12.52|222
[10/Jun/2014:18:21:57:460 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:21:58:461 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:58:462 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:59:463 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:21:59:464 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|167|10.102.12.52|223
[10/Jun/2014:18:22:00:465 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|222
[10/Jun/2014:18:22:00:466 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|222
[10/Jun/2014:18:22:01:467 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:01:468 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:02:469 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:02:470 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:03:471 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|59|10.102.12.52|222
[10/Jun/2014:18:22:03:472 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|222
[10/Jun/2014:18:22:04:473 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:08:474 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:22:09:475 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:09:476 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:22:10:477 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:10:478 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:11:479 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:11:480 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:12:481 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:12:482 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:13:483 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:13:484 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:14:485 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|62|10.102.12.52|222
[10/Jun/2014:18:22:14:486 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|22|10.102.12.52|222
[10/Jun/2014:18:22:15:487 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|221
[10/Jun/2014:18:22:15:488 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:16:489 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:16:490 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|40|10.102.12.52|222
[10/Jun/2014:18:22:17:491 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:22:17:492 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:18:493 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|26|10.102.12.52|222
[10/Jun/2014:18:22:18:494 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:19:495 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:19:496 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:20:497 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|35|10.102.12.52|222
[10/Jun/2014:18:22:20:498 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|16|10.102.12.52|222
[10/Jun/2014:18:22:21:499 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:21:500 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:22:22:501 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:22:22:502 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|63|10.102.12.52|222
[10/Jun/2014:18:22:23:503 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|29|10.102.12.52|222
[10/Jun/2014:18:22:23:504 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:24:505 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:24:506 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:22:25:507 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|59|10.102.12.52|222
[10/Jun/2014:18:22:25:508 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|33|10.102.12.52|222
[10/Jun/2014:18:22:26:509 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|68|10.102.12.52|222
[10/Jun/2014:18:22:26:510 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:27:511 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:27:512 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:28:513 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:28:514 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|31|10.102.12.52|222
[10/Jun/2014:18:22:29:515 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:22:29:516 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:22:30:517 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|20|10.102.12.52|221
[10/Jun/2014:18:22:30:518 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|24|10.102.12.52|222
[10/Jun/2014:18:22:31:519 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:22:31:520 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|61|10.102.12.52|222
[10/Jun/2014:18:22:32:521 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|26|10.102.12.52|222
[10/Jun/2014:18:22:32:522 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|1|10.102.12.52|221
[10/Jun/2014:18:22:33:523 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:23:04:524 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:23:05:525 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|33|10.102.12.52|222
[10/Jun/2014:18:23:06:526 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|7|10.102.12.52|221
[10/Jun/2014:18:23:06:527 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|28|10.102.12.52|222
[10/Jun/2014:18:23:06:528 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:23:07:529 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:23:08:530 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|61|10.102.12.52|222
[10/Jun/2014:18:23:08:531 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|222
[10/Jun/2014:18:23:08:532 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
[10/Jun/2014:18:23:09:533 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|3|10.102.12.52|221
[10/Jun/2014:18:23:10:534 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|17|10.102.12.52|221
[10/Jun/2014:18:23:10:535 +0000]|10.102.12.52|127.0.1.1|/Benchmarks/MultiplicaMatrizServlet|2|10.102.12.52|221
